N,P,K,soil_ph,temperature,humidity,soil_moisture,crop
118,26,44,6.07,38.32,52.3,84.92,Rice
53,35,100,9.39,35.92,60.82,68.52,Rice
65,77,86,10.16,31.97,88.49,51.74,Rice
73,76,92,13.01,35.37,72.52,46.38,Rice
129,61,106,13.7,28.05,67.89,70.5,Rice
51,33,93,10.7,27.26,56.3,65.25,Rice
141,75,46,3.81,31.18,53.04,70.19,Rice
81,31,82,13.17,26.21,71.03,81.19,Rice
140,34,69,1.99,28.16,80.48,49.59,Rice
133,27,99,0.68,34.02,53.94,79.8,Rice
73,77,79,8.24,37.35,75.96,65.9,Rice
61,72,97,3.1,25.6,69.03,62.82,Rice
99,28,44,12.36,28.46,75.22,58.32,Rice
84,65,101,4.19,27.74,67.08,76.22,Rice
82,26,63,1.74,27.34,80.86,66.49,Rice
82,63,59,2.77,36.28,55.33,73.45,Rice
110,33,116,1.29,29.49,58.83,69.06,Rice
100,94,102,11.77,36.83,68.6,53.69,Rice
92,25,53,2.21,26.83,58.54,81.64,Rice
61,54,37,0.6,35.25,54.73,85.28,Rice
116,89,86,3.88,32.85,64.92,50.24,Rice
114,80,99,3.75,35.74,55.73,53.34,Rice
82,43,54,10.33,35.41,54.49,64.97,Rice
89,92,106,5.11,34.95,53.35,79.92,Rice
123,21,63,0.01,39.25,50.83,79.84,Rice
92,97,54,4.5,39.42,72.27,62.85,Rice
93,70,47,6.52,30.51,58.64,76.2,Rice
78,50,102,4.94,33.05,55.58,57.1,Rice
62,46,99,5.35,26.72,82.55,86.86,Rice
61,50,43,5.77,37.83,59.24,84.72,Rice
144,89,35,5.8,32.01,53.12,58.19,Rice
95,62,111,6.13,35.19,64.18,47.81,Rice
51,71,119,6.57,33.62,56.06,64.16,Rice
84,33,65,8.68,28.19,74.66,60.29,Rice
136,78,65,5.33,31.28,76.37,53.35,Rice
130,39,104,13.29,26.52,87.22,70.23,Rice
139,71,47,12.59,28.89,75.92,51.86,Rice
57,94,44,4.7,35.6,69.67,52.99,Rice
142,59,118,9.57,35.09,79.49,68.64,Rice
75,87,45,7.27,34.98,88.92,64.96,Rice
123,63,105,12.26,38.63,70.61,78.78,Rice
139,25,43,8.57,28.91,64.92,79.54,Rice
83,76,76,8.78,30.89,60.76,83.47,Rice
56,77,83,10.96,34.99,75.98,63.88,Rice
117,91,87,8.74,39.79,67.55,54.39,Rice
107,49,106,12.92,39.88,74.07,66.51,Rice
124,71,59,9.65,26.57,73.5,67.58,Rice
78,30,75,2.64,30.07,82.34,59.81,Rice
85,66,45,9.14,31.86,59.16,53.39,Rice
138,24,30,5.38,39.06,62.57,58.98,Rice
70,22,70,9.36,30.83,73.75,59.69,Rice
85,34,56,9.69,39.23,63.94,87.58,Rice
59,21,106,13.49,35.11,63.87,83.66,Rice
122,21,91,1.56,27.27,87.73,73.43,Rice
73,91,110,12.55,27.13,61.69,49.16,Rice
113,73,57,1.7,31.59,61.02,46.02,Rice
148,65,49,8.01,36.25,76.29,81.2,Rice
98,60,84,12.6,36.55,55.77,83.72,Rice
148,88,80,7.34,37.86,76.43,59.42,Rice
85,49,98,0.96,30.35,71.73,49.35,Rice
131,63,117,0.22,30.16,67.26,55.18,Rice
145,29,102,0.7,36.63,66.2,50.66,Rice
73,49,63,4.97,39.74,89.47,60.19,Rice
72,94,56,10.14,33.54,77.18,76.76,Rice
111,68,67,4.71,37.34,60.05,50.14,Rice
145,54,58,9.34,29.75,60.68,59.35,Rice
86,84,64,1.72,26.28,60.56,88.89,Rice
61,36,49,4.56,25.53,66.73,68.14,Rice
104,50,48,13.24,34.87,60.25,64.28,Rice
62,89,34,2.53,25.56,67.29,66.23,Rice
72,96,54,0.58,32.35,75.93,60.61,Rice
138,71,55,10.48,37.14,69.68,62.37,Rice
148,45,80,5.87,29.59,51.27,67.93,Rice
79,24,95,8.46,28.11,67.56,65.44,Rice
66,33,90,10.43,33.84,81.52,72.39,Rice
111,70,44,3.15,25.15,78.09,71.09,Rice
133,34,74,9.98,28.45,87.49,78.14,Rice
138,31,35,7.76,36.33,61.03,72.49,Rice
135,65,87,10.49,35.02,72.64,58.06,Rice
62,83,30,12.88,38.75,84.32,75.7,Rice
108,91,102,11.21,26.84,88.4,60.54,Rice
68,78,72,1.74,25.15,67.3,72.75,Rice
98,45,45,10.07,38.98,76.62,48.2,Rice
149,48,43,13.33,28.39,62.9,86.99,Rice
61,23,103,8.48,28.42,88.4,85.66,Rice
110,69,48,8.75,35.58,57.45,77.3,Rice
68,44,80,3.52,37.21,82.34,45.88,Rice
125,59,37,11.14,38.04,84.87,83.13,Rice
58,51,77,10.22,27.71,53.52,77.59,Rice
120,94,41,6.52,32.8,51.49,57.21,Rice
77,56,99,3.53,28.92,70.83,48.65,Rice
127,29,64,3.29,26.55,63.87,56.33,Rice
144,57,99,10.95,38.91,62.13,52.34,Rice
101,80,35,4.77,28.71,53.91,88.88,Rice
132,46,40,13.96,38.95,88.74,65.81,Rice
65,26,67,8.04,30.05,79.86,80.6,Rice
118,92,55,1.79,34.13,86.17,55.88,Rice
148,28,57,8.29,33.23,73.23,45.48,Rice
61,78,101,0.78,33.58,76.56,58.35,Rice
74,55,118,2.05,34.36,87.18,52.49,Rice
101,49,112,7.99,26.86,61.15,68.53,Rice
134,38,109,12.3,37.26,58.97,66.71,Rice
149,60,79,2.03,35.49,60.47,68.85,Rice
102,74,87,4.85,33.47,72.1,84.94,Rice
72,25,55,13.87,38.19,64.11,86.5,Rice
65,41,73,8.46,28.17,68.56,88.34,Rice
106,89,44,1.84,37.1,70.08,50.15,Rice
88,43,105,7.02,31.05,83.42,59.87,Rice
102,81,53,4.97,38.6,70.81,66.92,Rice
91,61,106,3.24,39.78,66.03,63.62,Rice
107,41,88,11.13,26.42,52.54,89.9,Rice
88,35,86,9.97,29.53,65.06,61.53,Rice
63,32,46,13.66,38.3,51.76,75.94,Rice
144,56,106,9.74,38.8,65.76,73.7,Rice
54,71,110,10.49,33.16,51.58,58.8,Rice
84,43,30,11.72,37.27,75.63,63.28,Rice
136,36,40,7.62,34.44,72.38,83.62,Rice
142,35,49,1.92,25.25,83.27,88.13,Rice
124,20,60,13.62,35.47,64.74,61.07,Rice
67,20,68,4.84,25.63,87.04,66.65,Rice
125,49,92,7.14,31.08,64.08,63.6,Rice
58,43,35,7.89,39.75,70.92,86.58,Rice
123,65,57,7.88,25.91,56.67,51.65,Rice
107,21,80,2.07,35.09,72.29,52.86,Rice
66,34,82,12.6,33.41,63.18,69.88,Rice
56,48,73,5.27,37.87,64.46,74.27,Rice
95,81,94,5.23,35.29,81.16,78.5,Rice
62,32,109,11.86,27.14,89.61,86.66,Rice
89,84,41,10.83,26.74,74.12,85.19,Rice
91,64,57,5.44,39.77,81.5,87.2,Rice
58,66,108,9.98,25.66,56.34,54.56,Rice
99,35,101,5.61,30.32,62.63,57.82,Rice
76,22,97,4.32,25.5,74.8,70.34,Rice
115,89,59,12.31,26.87,83.36,48.26,Rice
54,24,64,0.83,38.59,70.1,50.03,Rice
78,45,35,1.82,29.64,83.76,85.43,Rice
86,34,114,2.51,32.89,53.62,72.5,Rice
87,92,59,5.88,38.25,63.47,76.18,Rice
132,74,109,0.82,34.3,78.05,45.65,Rice
57,41,92,2.95,30.51,84.06,61.69,Rice
114,56,37,9.74,29.07,80.37,78.06,Rice
135,48,62,1.07,36.63,78.46,87.26,Rice
66,45,72,11.75,32.61,57.88,84.22,Rice
120,89,105,4.46,37.0,70.36,56.3,Rice
138,30,72,7.14,32.95,67.42,70.24,Rice
94,39,74,12.46,39.36,60.48,87.51,Rice
53,89,116,12.47,35.51,52.33,80.47,Rice
85,52,83,2.94,30.89,58.24,62.5,Rice
119,49,94,4.78,39.23,84.35,46.16,Rice
80,69,36,5.46,26.02,70.28,72.07,Rice
68,53,65,6.11,30.6,54.11,89.79,Rice
110,24,54,2.64,31.39,62.66,77.1,Rice
103,99,114,6.79,37.24,74.63,69.06,Rice
88,31,66,1.23,34.94,89.14,69.43,Rice
140,95,41,7.75,30.78,69.18,76.13,Rice
123,94,61,5.8,29.28,70.99,71.64,Rice
139,71,78,2.14,37.36,84.95,63.97,Rice
68,70,67,7.34,26.39,87.06,88.78,Rice
88,40,85,0.97,34.27,70.36,64.56,Rice
116,90,109,0.47,38.37,76.0,81.5,Rice
94,77,94,12.86,37.3,87.37,81.87,Rice
62,83,55,2.94,31.33,66.73,51.78,Rice
141,25,86,5.91,36.81,79.52,82.6,Rice
107,68,43,9.48,29.37,85.48,48.13,Rice
69,91,85,2.81,39.45,75.62,84.55,Rice
141,56,99,5.71,25.69,53.97,53.87,Rice
121,29,70,6.89,35.59,74.32,63.1,Rice
110,99,80,4.19,35.8,64.57,66.07,Rice
88,85,113,0.65,36.92,87.83,54.06,Rice
50,75,96,12.98,33.96,75.25,47.23,Rice
52,90,41,12.44,26.96,72.84,58.69,Rice
126,85,78,7.55,37.25,61.8,86.38,Rice
141,64,30,10.92,26.15,71.29,69.42,Rice
111,87,48,8.67,38.48,82.36,81.83,Rice
112,83,95,1.88,34.28,67.39,56.28,Rice
74,35,87,3.15,29.87,70.47,55.04,Rice
105,29,116,4.92,38.5,54.7,71.69,Rice
82,40,101,1.9,39.43,85.73,64.57,Rice
87,31,33,9.56,29.31,58.09,81.33,Rice
55,32,37,8.67,34.1,78.51,62.09,Rice
107,29,56,10.75,33.12,55.29,50.61,Rice
93,32,55,3.76,36.46,66.81,48.17,Rice
94,53,72,7.05,25.18,63.37,84.85,Rice
81,78,69,6.74,32.19,75.22,88.3,Rice
94,68,79,8.85,38.11,81.57,87.03,Rice
110,25,96,1.29,29.93,61.27,88.17,Rice
96,31,102,2.82,33.54,61.75,59.98,Rice
70,48,103,3.12,26.19,86.01,65.78,Rice
129,96,58,12.84,37.47,67.12,55.34,Rice
134,45,114,5.08,32.91,60.98,56.38,Rice
124,87,71,10.7,37.08,68.85,85.75,Rice
85,98,47,0.94,32.04,65.86,52.59,Rice
148,35,110,1.41,38.87,71.77,49.23,Rice
68,72,50,3.29,34.26,75.64,82.43,Rice
69,38,96,10.23,26.4,56.53,61.16,Rice
106,66,91,0.07,25.01,57.92,86.28,Rice
67,51,56,7.88,39.28,74.45,54.49,Rice
96,89,76,8.17,31.9,84.98,66.93,Rice
98,89,55,3.39,31.51,89.26,50.78,Rice
63,80,38,6.0,34.55,51.9,85.78,Rice
64,24,41,1.63,38.18,76.59,66.74,Rice
80,78,45,2.34,33.62,55.06,88.07,Rice
50,21,76,3.5,31.73,60.68,52.34,Rice
103,21,85,13.46,28.18,66.7,59.65,Rice
52,22,95,12.56,27.1,76.44,59.62,Rice
65,89,80,6.82,29.02,75.03,63.73,Rice
136,62,56,5.63,38.5,77.96,45.77,Rice
106,24,102,9.82,33.27,87.91,66.75,Rice
124,69,95,5.08,28.8,54.72,82.74,Rice
61,29,91,6.0,29.48,62.35,84.94,Rice
123,46,100,8.39,29.46,52.61,55.35,Rice
145,43,37,2.33,39.51,58.82,66.22,Rice
65,41,67,1.04,34.43,55.88,70.93,Rice
121,22,35,1.77,26.51,66.55,50.67,Rice
125,35,88,5.71,30.58,77.76,56.42,Rice
73,49,48,9.86,34.27,67.41,81.41,Rice
77,62,108,9.55,30.79,72.28,57.47,Rice
57,23,85,7.24,34.27,81.0,63.19,Rice
141,59,57,8.74,28.77,76.11,53.06,Rice
85,35,39,11.82,38.21,82.02,46.81,Rice
139,91,74,6.28,35.14,55.22,54.85,Rice
57,35,94,11.7,35.72,84.67,78.22,Rice
107,85,79,7.18,30.31,80.81,50.11,Rice
109,74,61,10.67,38.38,79.09,48.17,Rice
99,39,90,7.74,34.75,86.39,47.73,Rice
77,70,45,4.28,33.85,69.95,47.2,Rice
141,76,35,3.0,38.43,77.28,52.87,Rice
90,70,95,4.64,25.57,68.35,77.04,Rice
149,37,91,12.43,30.83,73.73,59.2,Rice
113,96,95,0.08,36.36,84.72,76.53,Rice
76,78,96,0.3,36.49,62.1,69.99,Rice
112,47,48,13.48,37.49,85.0,57.49,Rice
66,88,33,4.09,35.24,63.45,64.18,Rice
122,47,72,11.89,33.03,56.17,88.14,Rice
82,32,47,6.23,26.52,71.31,47.46,Rice
133,25,111,3.92,25.15,61.18,45.8,Rice
126,48,75,4.25,38.95,89.2,55.97,Rice
141,28,75,6.92,26.2,73.79,71.28,Rice
78,48,114,6.12,28.41,79.1,68.33,Rice
62,57,50,5.76,33.98,50.07,58.24,Rice
95,84,59,6.22,39.1,75.52,75.49,Rice
84,75,93,9.98,27.5,68.14,89.74,Rice
55,49,70,5.39,32.37,82.87,66.3,Rice
131,78,46,7.61,32.25,76.92,87.69,Rice
118,77,34,1.24,27.05,74.93,50.59,Rice
96,29,34,3.29,35.35,79.58,72.07,Rice
74,40,102,8.99,32.49,72.1,45.29,Rice
115,75,104,2.76,28.36,52.78,53.19,Rice
59,45,77,0.91,28.36,81.43,83.38,Rice
105,34,107,0.22,27.28,61.7,63.16,Rice
79,54,67,11.48,32.7,83.95,75.76,Rice
54,34,35,1.19,26.87,77.97,79.3,Rice
82,94,87,4.94,35.74,64.28,78.5,Rice
114,25,43,9.65,32.13,69.51,84.08,Rice
67,47,101,12.72,30.21,85.33,87.84,Rice
145,82,88,1.11,30.55,84.65,75.28,Rice
98,48,94,6.67,28.01,64.97,64.3,Rice
60,67,118,5.79,36.61,55.89,55.85,Rice
134,82,42,13.63,32.55,67.65,74.37,Rice
75,77,56,4.21,35.78,71.24,83.55,Rice
112,40,54,2.07,31.57,50.55,48.04,Rice
138,95,85,7.39,33.81,80.47,71.03,Rice
135,41,97,13.41,33.43,84.95,79.87,Rice
108,46,88,0.04,38.81,88.44,82.12,Rice
76,98,78,9.03,34.86,53.7,86.35,Rice
98,76,47,4.68,31.22,85.45,54.98,Rice
126,29,110,13.03,36.05,79.6,78.54,Rice
82,41,104,9.61,33.33,72.97,71.25,Rice
147,63,105,1.27,25.98,56.61,62.8,Rice
148,47,32,9.24,31.47,57.12,46.69,Rice
50,69,108,9.21,35.16,77.5,63.09,Rice
70,70,86,10.88,39.48,67.01,89.36,Rice
104,20,35,4.47,30.49,85.86,49.45,Rice
55,53,98,4.72,34.86,61.49,54.18,Rice
141,54,60,2.82,28.29,81.75,61.49,Rice
130,80,37,10.5,27.46,89.3,85.19,Rice
118,49,39,1.94,31.58,62.7,81.2,Rice
144,95,32,7.82,28.03,50.4,49.75,Rice
54,97,41,6.69,36.2,55.41,70.7,Rice
52,87,105,3.9,36.74,51.42,57.59,Rice
102,95,48,2.51,28.31,57.58,73.02,Rice
72,59,50,5.6,38.5,88.69,51.37,Rice
102,84,110,11.75,27.82,86.99,86.7,Rice
86,56,43,1.09,30.86,57.72,68.54,Rice
123,83,104,0.08,37.41,58.56,71.17,Rice
123,20,58,8.93,37.04,75.72,56.13,Rice
132,34,36,13.31,37.05,50.15,55.85,Rice
66,32,78,2.94,32.46,74.47,47.31,Rice
134,48,94,13.28,39.19,83.98,57.02,Rice
127,74,36,11.19,29.51,80.07,61.67,Rice
122,64,43,2.03,34.98,85.61,71.86,Rice
50,23,45,7.1,26.52,77.47,49.94,Rice
100,83,45,5.9,30.94,89.0,67.89,Rice
94,34,114,6.15,29.27,50.55,58.89,Rice
126,67,42,7.82,38.27,59.24,89.42,Rice
53,95,111,2.86,32.56,64.34,66.56,Rice
111,75,58,3.85,30.2,63.1,54.78,Rice
114,89,114,13.88,25.43,75.0,63.17,Rice
81,34,102,1.83,34.54,55.76,59.73,Rice
83,58,90,13.53,36.96,67.87,86.73,Rice
141,88,66,12.79,27.19,65.89,78.81,Rice
144,98,46,5.55,38.52,64.06,48.75,Rice
121,79,60,9.14,34.01,83.44,56.99,Rice
88,63,88,11.39,27.66,67.31,48.87,Rice
75,62,117,5.24,28.05,54.47,56.99,Rice
83,23,76,3.66,33.4,52.26,85.48,Rice
103,96,35,4.47,33.87,87.74,88.99,Rice
52,69,61,1.07,29.15,56.65,49.04,Rice
99,58,60,7.09,30.32,62.07,63.42,Rice
61,73,47,7.86,25.03,75.98,84.38,Rice
114,42,38,8.63,27.86,69.58,86.43,Rice
103,79,32,0.12,38.7,76.7,64.13,Rice
54,99,100,12.94,38.89,75.18,63.52,Rice
143,54,55,11.72,37.25,88.11,85.6,Rice
143,73,42,12.83,31.11,83.39,65.01,Rice
106,77,63,12.2,25.71,60.8,76.38,Rice
66,81,72,6.29,38.86,88.3,85.18,Rice
96,99,62,12.46,31.45,71.15,66.03,Rice
72,67,98,9.11,30.05,81.57,61.16,Rice
128,26,65,11.9,31.95,55.4,60.56,Rice
134,64,108,1.56,32.04,69.38,80.6,Rice
63,32,103,7.3,38.14,82.35,54.95,Rice
115,72,97,4.48,33.83,66.02,52.18,Rice
124,58,76,2.62,35.03,68.4,45.42,Rice
100,37,90,12.13,37.31,80.55,45.58,Rice
87,41,74,7.59,38.06,61.56,86.24,Rice
113,55,117,4.93,36.38,65.97,47.85,Rice
147,72,113,5.64,36.5,52.96,48.92,Rice
87,91,77,5.55,30.01,67.99,66.38,Rice
99,22,70,12.04,33.06,60.25,73.57,Rice
147,81,67,1.47,28.27,56.5,78.28,Rice
131,48,97,3.71,26.45,57.8,58.92,Rice
79,92,104,4.86,35.83,50.6,61.63,Rice
128,27,40,5.76,39.47,50.92,77.66,Rice
140,95,45,13.93,27.97,52.04,69.9,Rice
100,65,94,5.19,39.12,88.82,70.58,Rice
112,75,100,6.25,30.76,68.73,79.55,Rice
147,68,96,0.43,26.19,87.86,70.89,Rice
101,62,100,0.8,36.87,83.05,84.35,Rice
87,29,30,4.41,33.73,73.03,64.25,Rice
146,32,100,4.45,31.82,61.3,84.95,Rice
137,76,33,11.48,36.09,54.39,86.25,Rice
128,21,111,8.6,39.67,80.37,86.86,Rice
79,84,66,3.87,31.85,77.29,81.04,Rice
100,99,43,1.14,31.75,86.78,56.28,Rice
130,61,108,1.37,38.17,64.42,62.16,Rice
54,77,54,9.35,38.87,50.67,74.07,Rice
78,29,111,3.82,27.67,73.09,86.99,Rice
53,82,33,13.51,29.46,60.65,58.83,Rice
59,90,95,8.27,37.72,88.87,45.71,Rice
105,80,72,8.96,30.68,53.91,56.69,Rice
66,20,55,3.8,35.98,89.22,77.25,Rice
123,45,113,7.68,29.98,70.5,84.7,Rice
66,24,44,8.74,29.08,61.34,87.48,Rice
133,54,35,2.12,34.55,81.98,55.17,Rice
137,32,66,5.79,36.23,82.73,45.61,Rice
118,46,72,12.98,36.41,83.92,61.95,Rice
83,31,71,3.07,30.91,77.06,54.68,Rice
55,69,42,7.89,29.87,66.85,79.43,Rice
102,78,45,10.19,38.84,82.99,86.61,Rice
115,50,71,1.84,39.2,82.24,85.88,Rice
126,88,67,13.46,36.15,62.91,64.06,Rice
92,56,95,13.28,39.66,77.66,86.25,Rice
124,21,94,8.68,27.35,64.19,80.25,Rice
72,90,34,2.26,37.63,85.94,59.68,Rice
104,84,59,2.89,37.63,89.09,48.61,Rice
129,22,72,3.66,29.22,83.06,79.9,Rice
144,39,61,10.25,39.94,65.68,47.43,Rice
124,21,96,2.76,30.81,71.11,62.08,Rice
65,61,96,9.54,34.62,82.24,54.37,Rice
57,62,71,5.25,30.22,74.05,62.73,Rice
53,40,34,6.44,25.96,60.25,56.7,Rice
53,64,115,0.31,30.77,56.81,77.37,Rice
105,39,88,1.47,30.84,82.18,85.24,Rice
74,62,52,10.38,38.78,60.19,73.22,Rice
116,69,37,1.57,29.32,88.97,55.08,Rice
145,62,97,7.31,36.75,51.34,76.41,Rice
116,43,99,10.68,28.52,65.77,81.27,Rice
76,79,48,3.35,33.32,55.79,74.9,Rice
142,51,73,1.44,29.62,52.12,48.83,Rice
81,24,67,5.03,33.24,51.57,82.72,Rice
99,21,73,1.31,27.14,65.19,62.43,Rice
110,45,35,6.92,33.79,89.26,68.45,Rice
100,44,32,13.84,27.23,62.94,74.55,Rice
68,69,109,0.23,36.11,82.3,67.78,Rice
70,58,62,5.22,26.28,75.49,75.3,Rice
54,94,95,11.41,34.73,56.97,89.65,Rice
131,30,87,11.62,33.23,55.49,75.68,Rice
141,82,55,13.63,29.27,86.59,45.83,Rice
91,87,57,2.81,25.3,52.89,59.7,Rice
110,37,72,8.07,37.0,61.58,78.61,Rice
71,47,104,2.34,33.94,69.3,59.03,Rice
70,61,117,5.84,28.95,70.64,64.13,Rice
119,79,45,2.17,31.67,82.09,45.55,Rice
50,41,118,13.97,27.44,61.18,65.41,Rice
54,59,52,5.94,39.08,71.42,48.14,Rice
61,81,88,0.64,34.12,79.75,77.56,Rice
139,22,64,10.66,25.46,61.03,49.47,Rice
95,90,118,2.57,34.8,62.82,80.04,Rice
83,82,70,5.28,25.1,73.54,50.55,Rice
98,39,51,5.56,38.91,64.55,86.77,Rice
127,90,103,7.87,25.58,62.26,84.81,Rice
139,90,30,13.56,33.85,80.27,70.28,Rice
94,45,75,4.9,34.04,72.06,63.96,Rice
76,60,51,13.06,38.19,59.35,48.32,Rice
122,22,61,2.57,27.1,79.47,49.14,Rice
75,62,116,6.89,26.55,71.38,79.2,Rice
96,36,59,2.17,34.09,73.01,76.25,Rice
135,72,116,7.76,28.37,87.93,61.41,Rice
105,71,72,5.01,34.99,65.48,45.19,Rice
143,52,41,11.3,33.02,55.87,46.79,Rice
112,99,112,0.83,30.95,81.91,56.65,Rice
97,79,100,3.57,25.52,66.4,63.63,Rice
110,87,56,1.1,28.9,84.48,63.17,Rice
130,75,55,0.14,33.59,82.5,78.05,Rice
75,83,47,13.1,34.37,87.36,57.64,Rice
85,27,104,12.24,27.54,89.17,71.42,Rice
50,88,95,4.13,30.49,73.4,82.35,Rice
57,52,110,4.21,33.32,87.52,80.88,Rice
148,44,90,8.27,32.47,57.23,73.55,Rice
101,90,75,1.45,27.48,50.08,79.14,Rice
128,26,58,12.42,38.06,69.88,57.34,Rice
96,78,61,12.0,28.33,72.25,84.7,Rice
105,52,44,11.4,32.8,50.52,64.63,Rice
135,60,89,10.65,28.85,50.7,78.69,Rice
63,52,111,10.82,27.62,76.56,47.42,Rice
139,48,57,7.88,34.21,74.81,60.21,Rice
77,58,56,8.54,38.27,64.96,79.04,Rice
136,76,70,9.16,33.74,56.51,89.81,Rice
127,83,76,10.68,26.09,67.3,81.58,Rice
137,85,62,8.55,29.79,81.1,69.8,Rice
51,28,73,13.76,28.26,85.14,80.24,Rice
75,48,79,4.69,38.97,50.39,85.31,Rice
63,93,39,4.73,28.58,63.92,89.48,Rice
108,47,53,6.29,36.45,59.8,66.32,Rice
105,72,63,3.37,37.17,64.29,78.18,Rice
56,65,49,2.9,34.86,58.62,58.9,Rice
52,58,54,4.25,39.31,79.54,69.17,Rice
72,95,84,12.67,28.39,58.87,75.02,Rice
67,77,119,8.03,27.96,50.89,68.72,Rice
87,73,72,10.56,37.01,51.66,48.72,Rice
148,25,82,11.15,35.32,60.16,82.61,Rice
64,64,114,9.45,30.77,88.93,73.28,Rice
113,59,79,8.47,29.82,67.69,75.35,Rice
138,42,84,9.91,34.74,77.4,77.97,Rice
77,61,42,10.13,31.9,86.96,51.82,Rice
123,57,78,2.04,37.19,50.76,81.08,Rice
88,35,39,12.59,28.14,80.69,63.0,Rice
106,93,40,7.67,26.04,57.76,45.96,Rice
66,66,107,11.73,27.22,88.57,83.85,Rice
135,40,113,6.18,33.77,56.47,61.79,Rice
139,93,49,0.43,34.12,87.26,48.59,Rice
93,94,101,11.06,35.48,61.06,87.17,Rice
74,40,108,10.4,28.4,67.96,49.48,Rice
66,44,112,8.07,31.38,88.08,45.69,Rice
62,80,77,5.85,35.93,62.42,73.82,Rice
133,73,105,10.62,28.05,82.69,46.12,Rice
74,79,46,3.77,30.1,69.29,66.33,Rice
117,61,62,2.11,39.33,50.64,48.78,Rice
59,80,49,13.86,35.67,60.94,76.08,Rice
116,51,75,5.78,33.54,52.98,54.56,Rice
67,72,60,1.63,25.53,81.54,75.81,Rice
149,63,80,4.16,29.15,88.14,71.56,Rice
135,30,112,4.08,32.08,66.17,58.32,Rice
83,66,48,3.94,35.58,54.94,49.17,Rice
57,79,91,2.63,29.38,71.63,81.14,Rice
89,55,73,5.89,36.23,60.42,45.58,Rice
132,79,106,9.58,25.24,84.55,53.79,Rice
91,52,67,4.36,29.92,51.53,86.37,Rice
90,61,78,4.03,25.56,79.9,48.36,Rice
55,32,94,9.44,30.86,64.08,61.46,Rice
101,33,40,12.83,27.92,52.32,49.12,Rice
75,77,56,12.31,32.49,74.11,55.72,Rice
113,59,87,7.43,36.05,56.48,59.28,Rice
147,84,93,0.19,37.29,85.39,87.04,Rice
108,24,94,8.88,30.57,57.58,45.16,Rice
105,49,44,12.71,28.5,62.77,72.06,Rice
108,64,111,8.07,27.28,66.26,61.27,Rice
119,77,118,12.3,37.19,70.12,71.74,Rice
82,58,30,13.86,31.52,80.46,86.35,Rice
102,31,48,6.4,32.6,62.15,83.57,Rice
71,53,85,1.62,36.16,89.9,72.47,Rice
70,33,93,2.28,27.53,76.36,58.27,Rice
119,57,63,5.78,30.18,79.43,78.16,Rice
119,35,93,1.36,27.77,70.15,82.05,Rice
53,80,39,7.56,37.73,73.6,67.51,Rice
143,78,105,13.88,30.97,85.22,45.51,Rice
124,94,89,11.47,34.5,70.01,46.72,Rice
111,98,68,4.3,26.2,70.04,75.53,Rice
111,93,95,5.29,25.64,55.58,74.5,Rice
143,86,61,1.43,36.04,86.79,71.46,Rice
144,30,80,3.13,30.68,56.37,83.18,Rice
73,30,55,11.64,34.19,58.44,49.57,Rice
104,35,86,7.62,29.59,52.26,73.93,Rice
58,57,113,3.51,32.75,75.65,89.6,Rice
52,49,89,7.49,31.65,83.56,78.85,Rice
80,60,84,10.16,26.65,78.07,67.32,Rice
89,20,35,12.84,34.47,74.61,81.33,Rice
85,57,36,11.91,31.25,72.68,70.2,Rice
73,79,95,6.87,26.7,80.73,84.57,Rice
144,38,110,1.99,27.31,72.51,72.17,Rice
55,78,55,8.61,37.89,64.69,52.85,Rice
115,87,111,1.37,29.06,50.48,88.86,Rice
133,29,107,11.65,29.11,70.26,81.87,Rice
141,36,34,8.21,28.89,67.72,61.1,Rice
124,99,116,7.62,35.72,73.04,68.29,Rice
53,91,30,8.05,39.5,80.91,82.09,Rice
128,48,113,8.56,32.58,61.95,86.7,Rice
55,25,31,0.72,30.86,83.1,79.15,Rice
143,85,94,3.05,36.32,77.72,78.67,Rice
100,82,39,9.21,25.82,63.49,67.08,Rice
111,50,79,0.8,32.55,64.25,50.46,Rice
106,44,80,12.45,30.4,68.73,77.42,Rice
115,40,98,0.95,32.27,80.81,55.76,Rice
128,35,70,2.09,36.06,52.44,49.33,Rice
124,23,87,4.83,39.51,50.12,59.29,Rice
57,65,106,12.34,31.22,74.97,64.01,Rice
75,27,97,5.7,39.1,56.35,56.99,Rice
100,25,53,8.15,33.72,67.09,84.17,Rice
94,72,85,5.0,34.32,86.94,50.91,Rice
93,83,65,1.2,28.42,63.18,56.58,Rice
54,70,31,7.82,39.75,51.22,75.82,Rice
119,82,85,1.86,29.8,51.56,81.87,Rice
75,25,110,1.24,29.56,66.01,47.34,Rice
117,81,41,12.2,27.24,63.49,59.17,Rice
68,52,41,10.65,32.02,55.87,53.35,Rice
133,21,114,9.05,36.86,54.61,46.04,Rice
146,60,101,8.82,29.34,67.63,55.2,Rice
69,35,51,13.77,34.06,76.93,76.66,Rice
61,78,103,1.86,36.31,53.39,85.12,Rice
96,28,113,7.15,33.35,75.12,75.38,Rice
50,88,91,2.67,35.45,51.44,57.54,Rice
139,29,93,13.34,38.87,86.09,71.19,Rice
63,26,57,8.56,32.25,71.93,49.66,Rice
113,85,118,1.41,25.42,69.58,84.15,Rice
87,39,57,6.06,32.1,82.43,62.63,Rice
86,82,33,6.07,28.24,58.73,84.85,Rice
